No.,Chap,Sect,#,Question,Section Name,Short Text,Question Type,Chemical,LNG,LPG,Oil,Conditional,Hardware Response Type,Human Response Type,Process Response Type,ROVIQ List
11.1.1,11,1,1,"Was photograph no.1, bow area from dead ahead, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Bow area from dead ahead,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Forecastle
11.1.2,11,1,2,"Was photograph no.2, hull forward end starboard side, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Hull forward end starboard side,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.3,11,1,3,"Was photograph no.3, hull forward end port side representative, of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Hull forward end port side,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.4,11,1,4,"Was photograph no.4, hull aft end starboard side, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Hull aft end starboard side,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.5,11,1,5,"Was photograph no.5, hull aft end port side, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Hull aft end port side,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.6,11,1,6,"Was photograph no.6, transom from right astern, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Transom from right astern,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Aft Mooring Deck
11.1.7,11,1,7,"Was photograph no.7, forecastle port side looking towards fairleads, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Forecastle port side looking towards fairleads,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Forecastle
11.1.8,11,1,8,"Was photograph no.8, forecastle starboard side looking towards fairleads, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Forecastle starboard side looking towards fairleads,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Forecastle
11.1.9,11,1,9,"Was photograph no.9, port or starboard windlass, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Port or starboard windlass,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Forecastle
11.1.10,11,1,10,"Was photograph no.10, forward main deck showing condition of deck (and external framing), representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Forward main deck showing condition of deck (and external framing),Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.11,11,1,11,"Was photograph no.11, Forward main deck showing condition of piperack, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Forward main deck showing condition of Piperack,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.12,11,1,12,"Was photograph no.12, one mooring winch including the brake setting arrangement, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,One mooring winch including the brake setting arrangement,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Mooring Decks
11.1.13,11,1,13,"Was photograph no.13, one hose crane with an overall view, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,One hose crane with an overall view,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.14,11,1,14,"Was photograph no.14, one hose crane hoisting winch, stowed wire and limit switches, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,"One hose crane hoisting winch, stowed wire and limit switches",Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.15,11,1,15,"Was photograph no.15, starboard manifold looking from aft to forward, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Starboard manifold looking from aft to forward,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Cargo Manifold
11.1.16,11,1,16,"Was photograph no.16, starboard manifold looking forward to aft representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Starboard manifold looking forward to aft,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Cargo Manifold
11.1.17,11,1,17,"Was photograph no.17, aft main deck showing condition of deck (and external framing), representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Aft main deck showing condition of deck (and external framing),Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.18,11,1,18,"Was photograph no.18, aft main deck showing condition of Piperack, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Aft main deck showing condition of Piperack,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Main Deck
11.1.19,11,1,19,"Was photograph no.19, poop deck looking from midships to starboard including fairleads, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Poop deck looking from midships to starboard including fairleads,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Aft Mooring Deck
11.1.20,11,1,20,"Was photograph no.20, aft emergency towing equipment storage arrangement, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Aft emergency towing equipment storage arrangement,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Aft Mooring Deck
11.1.21,11,1,21,"Was photograph no.21, aft emergency towing equipment deployment system, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Aft emergency towing equipment deployment system,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Aft Mooring Deck
11.1.22,11,1,22,"Was photograph no.22, lifeboat and davit, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Lifeboat and davit,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Lifeboat deck
11.1.23,11,1,23,"Was photograph no.23, the emergency generator or accumulator batteries, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,The emergency generator or accumulator batteries,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Exterior Decks
11.1.24,11,1,24,"Was photograph no.24, engine room general view showing top of main engine, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Engine room general view showing top of main engine,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Engine Room
11.1.25,11,1,25,"Was photograph no.25, one generator engine, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,One generator engine,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Engine Room
11.1.26,11,1,26,"Was photograph no.26, the oil filtering equipment, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,The oil filtering equipment,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Engine Room
11.1.27,11,1,27,"Was photograph no.27, the incinerator, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,The incinerator,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Engine Room
11.1.28,11,1,28,"Was photograph no.28, one boiler from the front, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,One boiler from the front,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Engine Room
11.1.29,11,1,29,"Was photograph no.29, one boiler from the top showing control equipment, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,One boiler from the top showing control equipment,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Engine Room
11.1.30,11,1,30,"Was photograph no.30, purifier room general view, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Purifier room general view,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Engine Room
11.1.31,11,1,31,"Was photograph no.31, main engine side showing local control station, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Main engine side showing local control station,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Engine Room
11.1.32,11,1,32,"Was photograph no.32, steering gear room general view showing access, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Steering gear room general view showing access,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Steering Gear
11.1.33,11,1,33,"Was photograph no.33, main steering gear, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Main steering gear,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,None,None,Steering Gear
11.1.40,11,1,40,"Was photograph no.40, IG system pressure/vacuum-breaking (P/V) device, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,IG system pressure/vacuum-breaking (P/V) device,Core,TRUE,FALSE,FALSE,TRUE,FALSE,None,None,None,Main Deck
11.1.41,11,1,41,"Was photograph no.41, IG system first non-return device (deck seal or double block and bleed arrangement), representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,IG system first non-return device (deck seal or double block and bleed arrangement),Core,TRUE,FALSE,FALSE,TRUE,FALSE,None,None,None,Main Deck
11.1.42,11,1,42,"Was photograph no.42, one main cargo pump and, if in pump room, including bilges, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,"One main cargo pump and, if in pump room, including bilges",Core,TRUE,FALSE,FALSE,TRUE,FALSE,None,None,None,"Main Deck, Pumproom"
11.1.50,11,1,50,"Was photograph no.50, a cargo tank liquid dome including load and discharge valve, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,A cargo tank liquid dome including load and discharge valve,Core,FALSE,FALSE,TRUE,FALSE,FALSE,None,None,None,Main Deck
11.1.51,11,1,51,"Was photograph no.51, electric motors for deepwell pumps, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Electric motors for deepwell pumps,Core,FALSE,FALSE,TRUE,FALSE,FALSE,None,None,None,Main Deck
11.1.52,11,1,52,"Was photograph no.52, compressor / motor room, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Compressor / motor room,Core,FALSE,FALSE,TRUE,FALSE,FALSE,None,None,None,Main Deck
11.1.60,11,1,60,"Was photograph no.60, a cargo tank liquid dome including load and discharge valve, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,A cargo tank liquid dome including load and discharge valve,Core,FALSE,FALSE,TRUE,FALSE,FALSE,None,None,None,Main Deck
11.1.61,11,1,61,"Was photograph no.61, electric motors for deepwell pumps, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Electric motors for deepwell pumps,Core,FALSE,FALSE,TRUE,FALSE,FALSE,None,None,None,Main Deck
11.1.62,11,1,62,"Was photograph no.62, compressor room internal view, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Compressor room internal view,Core,FALSE,FALSE,TRUE,FALSE,FALSE,None,None,None,Compressor Room
11.1.70,11,1,70,"Was photograph no.70, a cargo tank liquid dome including load and discharge valve, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,A cargo tank liquid dome including load and discharge valve,Core,FALSE,TRUE,FALSE,FALSE,FALSE,None,None,None,Main Deck
11.1.71,11,1,71,"Was photograph no.71, a cargo tank vapour dome including cargo system relief valves, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,A cargo tank vapour dome including cargo system relief valves,Core,FALSE,TRUE,FALSE,FALSE,FALSE,None,None,None,Main Deck
11.1.72,11,1,72,"Was photograph no.72, compressor house internal view, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Compressor house internal view,Core,FALSE,TRUE,FALSE,FALSE,FALSE,None,None,None,Compressor Room
11.1.80,11,1,80,"Was photograph no.80, a cargo tank liquid dome including load and discharge valve, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison, A cargo tank liquid dome including load and discharge valve,Core,FALSE,TRUE,FALSE,FALSE,FALSE,None,None,None,Main Deck
11.1.81,11,1,81,"Was photograph no.81, general view of one Moss sphere, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,General view of one moss sphere,Core,FALSE,TRUE,FALSE,FALSE,FALSE,None,None,None,Main Deck
11.1.82,11,1,82,"Was photograph no.82, compressor house internal view, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Compressor house internal view,Core,FALSE,TRUE,FALSE,FALSE,FALSE,None,None,None,Compressor Room
11.1.90,11,1,90,"Was photograph no.90, bow mooring arrangement from forward looking aft showing chain stopper, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Bow mooring arrangement from forward looking aft showing chain stopper,Core,FALSE,FALSE,FALSE,TRUE,FALSE,None,None,None,Bow Loading Area
11.1.91,11,1,91,"Was photograph no.91, bow mooring arrangement from aft looking forward showing winch, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Bow mooring arrangement from aft looking forward showing winch,Core,FALSE,FALSE,FALSE,TRUE,FALSE,None,None,None,Bow Loading Area
11.1.92,11,1,92,"Was photograph no.92, general view of hose connection area, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,General view of hose connection area,Core,FALSE,FALSE,FALSE,TRUE,FALSE,None,None,None,Bow Loading Area
11.1.93,11,1,93,"Was photograph no.93, hose coupling arrangement, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Hose coupling arrangement,Core,FALSE,FALSE,FALSE,TRUE,FALSE,None,None,None,Bow Loading Area
11.1.94,11,1,94,"Was photograph no.94, general view forward bow thruster room, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,General view forward bow thruster room,Core,FALSE,FALSE,FALSE,TRUE,FALSE,None,None,None,Bow Loading Area
11.1.95,11,1,95,"Was photograph no.95, forward bow thruster room showing one azimuth thruster, representative of the condition as seen onboard at the time of the inspection and, if so, was it free of any areas for concern?",Photograph comparison,Forward bow thruster room showing one azimuth thruster,Core,FALSE,FALSE,FALSE,TRUE,FALSE,None,None,None,Bow Loading Area
12.1.1,12,1,1,"Where the vessel traded in polar waters, had the Master, Chief Mate and officers in charge of a navigational watch undertaken the additional training required by the Polar Code?",Ice operations training,Polar Code training,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,None,None,Binary,Documentation
12.2.1,12,2,1,"Were the Master and officers familiar with the company procedures to ensure the operability of the life-saving and fire-fighting systems and equipment in sub-zero temperatures, and had these procedures been complied with?",Sub-zero LSA & FFA procedures,Life-saving and fire-fighting systems and equipment in sub-zero temperatures,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Exterior Decks, Main Deck"
12.3.1,12,3,1,"Were the Master and officers familiar with the company procedures to ensure the operability of the engine room machinery and systems in sub-zero temperatures, and had these procedures been complied with?",Sub-zero machinery operation procedures,Engine room machinery and systems in sub-zero temperatures,Rotational 1,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Engine Control Room, Engine Room"
12.4.1,12,4,1,"Were the Master and officers familiar with the company procedures to ensure the operability of the cargo and ballast systems in sub-zero temperatures, and had these procedures been complied with?",Sub-zero cargo and ballast operation procedures,Cargo and ballast systems in sub-zero temperatures,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Compressor Room, Main Deck, Pumproom"
12.5.1,12,5,1,"Were the Master and officers familiar with the company procedures to ensure the operability of the deck machinery, including mooring systems, in sub-zero temperatures, and had these procedures been complied with?",Sub-zero deck machinery operation procedures,Deck machinery and mooring equipment in sub-zero temperatures,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck, Mooring Decks"
12.6.1,12,6,1,"Were the Master and officers familiar with the company procedures for navigating in areas affected by ice, and had they received suitable training?",Ice navigation procedures,Navigating in areas affected by ice,Rotational 1,TRUE,TRUE,TRUE,TRUE,TRUE,None,Graduated,Graduated,"Bridge, Documentation"
